Facility Name,Division,District,Reporting Date,Status,Verified,Suspected cases,Confirmed cases,Suspected deaths,Confirmed deaths,Admitted,Discharged,Serum samples sent
Jashore Civil Surgeon Office,Khulna,Jashore,4/14/2026,,,15,0,0,0,13,10,
Jhenaidah Civil Surgeon Office,Khulna,Jhenaidah,4/14/2026,,,3,0,0,0,0,5,
Khulna Civil Surgeon Office,Khulna,Khulna,4/14/2026,,,11,3,0,0,11,16,
Kushtia Civil Surgeon Office,Khulna,Kushtia,4/14/2026,,,25,0,0,0,25,21,
Magura Civil Surgeon Office,Khulna,Magura,4/14/2026,,,11,0,0,0,10,5,
Meherpur Civil Surgeon Office,Khulna,Meherpur,4/14/2026,,,14,0,0,0,10,9,
Narail Civil Surgeon Office,Khulna,Narail,4/14/2026,,,2,0,0,0,1,3,
Satkhira Civil Surgeon Office,Khulna,Satkhira,4/14/2026,,,2,0,0,0,2,4,
Jamalpur Civil Surgeon Office,Mymensingh,Jamalpur,4/14/2026,,,4,0,0,0,4,6,
Mymensingh Civil Surgeon Office,Mymensingh,Mymensingh,4/14/2026,,,0,0,0,0,0,0,
Netrokona Civil Surgeon Office,Mymensingh,Netrokona,4/14/2026,,,8,0,0,0,7,3,
Sherpur Civil Surgeon Office,Mymensingh,Sherpur,4/14/2026,,,9,0,0,0,5,0,
Bogura Civil Surgeon Office,Rajshahi,Bogura,4/14/2026,,,2,0,0,0,11,6,
Chapainawabganj Civil Surgeon Office,Rajshahi,Chapainawabganj,4/14/2026,,,36,0,0,0,36,36,
Joypurhat Civil Surgeon Office,Rajshahi,Joypurhat,4/14/2026,,,3,0,0,0,3,1,
Naogaon Civil Surgeon Office,Rajshahi,Naogaon,4/14/2026,,,12,0,0,0,10,2,
Natore Civil Surgeon Office,Rajshahi,Natore,4/14/2026,,,17,0,0,0,7,2,
Pabna Civil Surgeon Office,Rajshahi,Pabna,4/14/2026,,,20,0,0,0,20,16,
Rajshahi Civil Surgeon Office,Rajshahi,Rajshahi,4/14/2026,,,0,0,0,0,0,0,
Rajshahi Medical College Hospital,Rajshahi,Rajshahi,4/14/2026,,,154,0,1,0,19,17,
Sirajganj Civil Surgeon Office,Rajshahi,Sirajganj,4/14/2026,,,13,13,0,0,13,9,
Dinajpur Civil Surgeon Office,Rangpur,Dinajpur,4/14/2026,,,0,0,0,0,0,0,
Gaibandha Civil Surgeon Office,Rangpur,Gaibandha,4/14/2026,,,2,0,0,0,1,2,
Kurigram Civil Surgeon Office,Rangpur,Kurigram,4/14/2026,,,0,0,0,0,1,2,
Lalmonirhat Civil Surgeon Office,Rangpur,Lalmonirhat,4/14/2026,,,3,0,0,0,0,1,
Nilphamari Civil Surgeon Office,Rangpur,Nilphamari,4/14/2026,,,5,0,0,0,3,1,
Panchagarh Civil Surgeon Office,Rangpur,Panchagarh,4/14/2026,,,0,0,0,0,0,0,
Rangpur Civil Surgeon Office,Rangpur,Rangpur,4/14/2026,,,4,0,0,0,0,0,
Thakurgaon Civil Surgeon Office,Rangpur,Thakurgaon,4/14/2026,,,3,0,0,0,3,7,
Habiganj Civil Surgeon Office,Sylhet,Habiganj,4/14/2026,,,1,0,0,0,1,0,
Moulvibazar Civil Surgeon Office,Sylhet,Moulvibazar,4/14/2026,,,16,0,0,0,13,9,
Sunamganj Civil Surgeon Office,Sylhet,Sunamganj,4/14/2026,,,15,0,0,0,14,2,
Sylhet Civil Surgeon Office,Sylhet,Sylhet,4/14/2026,,,12,0,0,0,6,15,
Barguna Civil Surgeon Office,Barisal,Barguna,4/15/2026,,,22,0,0,0,7,4,
Barisal Civil Surgeon Office,Barisal,Barisal,4/15/2026,,,11,0,0,0,0,0,
Bhola Civil Surgeon Office,Barisal,Bhola,4/15/2026,,,11,0,0,0,11,12,
Jhalakathi Civil Surgeon Office,Barisal,Jhalakathi,4/15/2026,,,0,0,0,0,0,0,
Patuakhali Civil Surgeon Office,Barisal,Patuakhali,4/15/2026,,,21,0,0,0,21,13,
Pirojpur Civil Surgeon Office,Barisal,Pirojpur,4/15/2026,,,0,0,0,0,0,0,
Cumilla Civil Surgeon Office,Chattogram,Cumilla,4/15/2026,,,19,0,0,0,19,14,
Bandarban Civil Surgeon Office,Chattogram,Bandarban,4/15/2026,,,3,0,0,0,3,0,
Brahmanbaria Civil Surgeon Office,Chattogram,Brahmanbaria,4/15/2026,,,4,0,0,0,4,0,
Chandpur Civil Surgeon Office,Chattogram,Chandpur,4/15/2026,,,11,0,0,0,11,4,
Chattogram Civil Surgeon Office,Chattogram,Chattogram,4/15/2026,,,14,0,0,0,14,9,
Cox's Bazar Civil Surgeon Office,Chattogram,Cox's Bazar,4/15/2026,,,33,0,0,0,33,19,
Feni Civil Surgeon Office,Chattogram,Feni,4/15/2026,,,0,0,0,0,2,0,
Khagrachhari Civil Surgeon Office,Chattogram,Khagrachhari,4/15/2026,,,0,0,0,0,0,0,
Lakshmipur Civil Surgeon Office,Chattogram,Lakshmipur,4/15/2026,,,3,0,0,0,3,5,
Noakhali Civil Surgeon Office,Chattogram,Noakhali,4/15/2026,,,13,0,0,0,13,18,
Rangamati Civil Surgeon Office,Chattogram,Rangamati,4/15/2026,,,0,0,0,0,0,0,
"Ad-din Medical College Hospital, Moghbazar, Dhaka-1217",Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,1,
Aichi Hospital Ltd.,Dhaka,Dhaka,4/15/2026,,,1,1,0,0,1,0,
AMZ Hospital Ltd.,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Anwer Khan Modern Medical College Hospital,Dhaka,Dhaka,4/15/2026,,,0,14,0,0,2,2,
Asgar Ali Hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Bangladesh medical University,Dhaka,Dhaka,4/15/2026,,,7,7,0,0,7,0,
Bangladesh Shishu Hospital & Institute,Dhaka,Dhaka,4/15/2026,,,15,0,0,0,15,15,
Bangladesh Specialized Hospital PLC,Dhaka,Dhaka,4/15/2026,,,4,2,0,0,2,2,
BIHS General Hospital,Dhaka,Dhaka,4/15/2026,,,1,0,0,0,1,3,
BIRDEM Women & Children Hospital,Dhaka,Dhaka,4/15/2026,,,1,0,0,0,1,0,
Central Police Hospital Rajarbag Dhaka,Dhaka,Dhaka,4/15/2026,,,1,1,0,0,1,0,
City Hospital Ltd.,Dhaka,Dhaka,4/15/2026,,,0,1,0,0,1,1,
Dhaka Civil Surgeon Office,Dhaka,Dhaka,4/15/2026,,,9,0,0,0,9,10,
Continental Hospital,Dhaka,Dhaka,4/15/2026,,,4,0,0,0,4,0,
Crescent Gastroliver & General Hospital Ltd.,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
DELTA HOSPITAL LIMITED,Dhaka,Dhaka,4/15/2026,,,1,0,0,0,1,0,
Dhaka Community Medical College Hospital,Dhaka,Dhaka,4/15/2026,,,63,3,0,0,3,3,
Dhaka medical College hospital,Dhaka,Dhaka,4/15/2026,,,3,3,1,1,3,0,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",Dhaka,Dhaka,4/15/2026,,,173,0,0,0,91,84,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",Dhaka,Dhaka,4/15/2026,,,20,20,0,0,4,2,
Enam Medical College & Hospital,Dhaka,Dhaka,4/15/2026,,,0,3,0,0,1,3,
Evercare Hospital Dhaka,Dhaka,Dhaka,4/15/2026,,,1,1,0,0,1,1,
EXIM Bank Hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Hi-Care General Hospital Ltd.,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Holy Family Red Crescent Medical College Hospital,Dhaka,Dhaka,4/15/2026,,,0,3,0,0,0,3,
Ibn Sina Hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",Dhaka,Dhaka,4/15/2026,,,41,0,0,0,9,3,
Insaf Barakah Kidney & General Hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Japan Bangladesh Friendship Hospital Ltd.,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Kurmitola General Hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Kuwait Bangladesh Friendship Govt. Hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,4,3,
Labaid Hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Marks Medical College Hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Millennium Specialized Hospital Ltd.,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,2,
"Mugda Medical College Hospital, Dhaka",Dhaka,Dhaka,4/15/2026,,,12,0,0,0,12,1,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Popular medical college hospital,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
"Shaheed Monsur Ali Medical College Hospital, Uttara, Dhaka",Dhaka,Dhaka,4/15/2026,,,0,0,0,0,1,0,
Shaheed Suhrawardy Medical College Hospital,Dhaka,Dhaka,4/15/2026,,,40,0,0,0,38,1,
Sir Saimullah Medical College Mitford Hospital Dhaka,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,4,4,
Square Hospital Lt,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Universal medical college hospital,Dhaka,Dhaka,4/15/2026,,,0,1,0,0,0,0,
UTTARA CRESCENT CLINIC PVT. LTD.,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,1,
Z H Sikder Women's Medical College & Hospital (pvt) Ltd. Gulshan.,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,
Faridpur Civil Surgeon Office,Dhaka,Faridpur,4/15/2026,,,20,0,0,0,20,16,
Gazipur Civil Surgeon Office,Dhaka,Gazipur,4/15/2026,,,16,0,0,0,16,3,
Gopalganj  Civil Surgeon Office,Dhaka,Gopalganj  ,4/15/2026,,,13,0,0,0,7,8,
Kishoreganj Civil Surgeon Office,Dhaka,Kishoreganj,4/15/2026,,,8,1,0,0,5,5,
Madaripur Civil Surgeon Office,Dhaka,Madaripur,4/15/2026,,,6,0,0,0,6,3,
Manikganj Civil Surgeon Office,Dhaka,Manikganj,4/15/2026,,,12,0,0,0,12,7,
Munshiganj Civil Surgeon Office,Dhaka,Munshiganj,4/15/2026,,,0,0,0,0,0,0,
Narayanganj Civil Surgeon Office,Dhaka,Narayanganj,4/15/2026,,,0,0,0,0,0,0,
Narsingdi Civil Surgeon Office,Dhaka,Narsingdi,4/15/2026,,,6,0,0,0,6,9,
Rajbari Civil Surgeon Office,Dhaka,Rajbari,4/15/2026,,,0,0,0,0,0,0,
Shariatpur Civil Surgeon Office,Dhaka,Shariatpur,4/15/2026,,,9,0,1,0,9,0,
Tangail Civil Surgeon Office,Dhaka,Tangail,4/15/2026,,,18,0,0,0,18,9,
Bagerhat Civil Surgeon Office,Khulna,Bagerhat,4/15/2026,,,0,0,0,0,0,0,
Chuadanga Civil Surgeon Office,Khulna,Chuadanga,4/15/2026,,,2,0,0,0,2,29,
jashore Civil Surgeon Office,Khulna,jashore,4/15/2026,,,13,0,0,0,13,12,
Jhenaidah Civil Surgeon Office,Khulna,Jhenaidah,4/15/2026,,,1,0,0,0,1,3,
Khulna Civil Surgeon Office,Khulna,Khulna,4/15/2026,,,13,0,0,0,13,6,
Kushtia Civil Surgeon Office,Khulna,Kushtia,4/15/2026,,,26,0,0,0,26,30,
Magura Civil Surgeon Office,Khulna,Magura,4/15/2026,,,8,0,0,0,8,9,
Meherpur Civil Surgeon Office,Khulna,Meherpur,4/15/2026,,,5,0,0,0,3,2,
Narail Civil Surgeon Office,Khulna,Narail,4/15/2026,,,0,0,0,0,0,3,
Satkhira Civil Surgeon Office,Khulna,Satkhira,4/15/2026,,,2,0,0,0,2,0,
Jamalpur Civil Surgeon Office,Mymensingh,Jamalpur,4/15/2026,,,0,0,0,0,0,0,
Mymensingh Civil Surgeon Office,Mymensingh,Mymensingh,4/15/2026,,,0,0,0,0,0,0,
Netrokona Civil Surgeon Office,Mymensingh,Netrokona,4/15/2026,,,1,0,0,0,1,4,
Sherpur Civil Surgeon Office,Mymensingh,Sherpur,4/15/2026,,,0,0,0,0,0,1,
Bogura Civil Surgeon Office,Rajshahi,Bogura,4/15/2026,,,12,1,0,0,12,6,
chapainawabganj Civil Surgeon Office,Rajshahi,chapainawabganj,4/15/2026,,,40,0,0,0,40,5,
Joypurhat Civil Surgeon Office,Rajshahi,Joypurhat,4/15/2026,,,1,0,0,0,1,0,
Naogaon Civil Surgeon Office,Rajshahi,Naogaon,4/15/2026,,,2,0,0,0,2,0,
Natore Civil Surgeon Office,Rajshahi,Natore,4/15/2026,,,17,0,0,0,7,0,
Pabna Civil Surgeon Office,Rajshahi,Pabna,4/15/2026,,,14,0,0,0,14,10,
Rajshahi Civil Surgeon Office,Rajshahi,Rajshahi,4/15/2026,,,0,0,0,0,0,0,
Rajshahi Medical College Hospital,Rajshahi,Rajshahi,4/15/2026,,,164,0,0,0,24,14,
Sirajganj Civil Surgeon Office,Rajshahi,Sirajganj,4/15/2026,,,11,11,0,0,11,13,
Dinajpur Civil Surgeon Office,Rangpur,Dinajpur,4/15/2026,,,0,0,0,0,0,0,
Gaibandha Civil Surgeon Office,Rangpur,Gaibandha,4/15/2026,,,0,0,0,0,0,0,
Kurigram Civil Surgeon Office,Rangpur,Kurigram,4/15/2026,,,0,0,0,0,0,0,
lalmonirhat Civil Surgeon Office,Rangpur,lalmonirhat,4/15/2026,,,0,0,0,0,0,0,
Nilphamari Civil Surgeon Office,Rangpur,Nilphamari,4/15/2026,,,0,0,0,0,0,1,
Panchagarh Civil Surgeon Office,Rangpur,Panchagarh,4/15/2026,,,0,0,0,0,0,0,
Kasir Uddin Hospital & Diagnostic Center,Rangpur,Rangpur,4/15/2026,,,0,0,0,0,0,0,
Rangpur Civil Surgeon Office,Rangpur,Rangpur,4/15/2026,,,0,0,0,0,0,0,
Thakurgaon Civil Surgeon Office,Rangpur,Thakurgaon,4/15/2026,,,0,0,0,0,0,0,
Habiganj Civil Surgeon Office,Sylhet,Habiganj,4/15/2026,,,1,0,0,0,1,0,
Moulvibazar Civil Surgeon Office,Sylhet,Moulvibazar,4/15/2026,,,8,0,0,0,8,2,
Sunamganj Civil Surgeon Office,Sylhet,Sunamganj,4/15/2026,,,14,3,0,0,14,11,
Sylhet Civil Surgeon Office,Sylhet,Sylhet,4/15/2026,,,7,0,0,0,7,4,
Barguna Civil Surgeon Office,Barisal,Barguna,4/16/2026,,,23,0,0,0,13,6,
Barisal Civil Surgeon Office,Barisal,Barisal,4/16/2026,,,26,0,0,0,11,5,
Bhola Civil Surgeon Office,Barisal,Bhola,4/16/2026,,,7,0,0,0,7,6,
Jhalakathi Civil Surgeon Office,Barisal,Jhalakathi,4/16/2026,,,5,0,0,0,3,2,
Patuakhali Civil Surgeon Office,Barisal,Patuakhali,4/16/2026,,,18,0,0,0,18,12,
Pirojpur Civil Surgeon Office,Barisal,Pirojpur,4/16/2026,,,8,6,0,0,4,2,
Bandarban Civil Surgeon Office,Chattogram,Bandarban,4/16/2026,,,3,0,0,0,3,2,
Brahmanbaria Civil Surgeon Office,Chattogram,Brahmanbaria,4/16/2026,,,8,2,0,0,8,12,
Chandpur Civil Surgeon Office,Chattogram,Chandpur,4/16/2026,,,20,0,0,0,20,6,
Chattogram Civil Surgeon Office,Chattogram,Chattogram,4/16/2026,,,20,0,0,0,20,13,
Cox's Bazar Civil Surgeon Office,Chattogram,Cox's Bazar,4/16/2026,,,39,0,1,0,39,40,
Cumilla Civil Surgeon Office,Chattogram,Cumilla,4/16/2026,,,24,0,0,0,19,10,
Feni Civil Surgeon Office,Chattogram,Feni,4/16/2026,,,9,0,0,0,3,7,
Khagrachhari Civil Surgeon Office,Chattogram,Khagrachhari,4/16/2026,,,0,0,0,0,0,0,
Lakshmipur Civil Surgeon Office,Chattogram,Lakshmipur,4/16/2026,,,18,0,0,0,18,13,
Noakhali Civil Surgeon Office,Chattogram,Noakhali,4/16/2026,,,15,0,0,0,10,7,
Rangamati Civil Surgeon Office,Chattogram,Rangamati,4/16/2026,,,0,0,0,0,0,0,
"Ad-din Medical College Hospital, Moghbazar, Dhaka-1217",Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,2,
AMZ Hospital Ltd.,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Anwer Khan Modern Medical College Hospital,Dhaka,Dhaka,4/16/2026,,,0,9,0,1,0,4,
Asgar Ali Hospital,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Bangladesh medical University,Dhaka,Dhaka,4/16/2026,,,8,8,0,0,8,1,
Bangladesh Shishu Hospital & Institute,Dhaka,Dhaka,4/16/2026,,,11,0,0,0,11,12,
Bangladesh Specialized Hospital PLC,Dhaka,Dhaka,4/16/2026,,,2,1,0,0,2,1,
BIHS General Hospital,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
BIRDEM Women & Children Hospital,Dhaka,Dhaka,4/16/2026,,,2,0,0,0,2,1,
BRB Hospital Ltd,Dhaka,Dhaka,4/16/2026,,,5,0,0,0,1,1,
Central Police Hospital Rajarbag Dhaka,Dhaka,Dhaka,4/16/2026,,,0,1,0,0,1,1,
Dhaka Civil Surgeon Office,Dhaka,Dhaka,4/16/2026,,,11,0,0,0,10,4,
Continental Hospital,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Crescent Gastroliver & General Hopital Ltd.,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
DELTA HOSPITAL LIMITED,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,1,
Dhaka medical College hospital,Dhaka,Dhaka,4/16/2026,,,2,2,0,0,2,3,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",Dhaka,Dhaka,4/16/2026,,,190,18,1,0,104,78,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",Dhaka,Dhaka,4/16/2026,,,26,26,1,1,10,8,
Dr. Sirajul Islam Medical College & Hospital Ltd.,Dhaka,Dhaka,4/16/2026,,,0,2,0,0,2,0,
Enam Medical College & Hospital,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,1,4,
Hi-Care General Hospital Ltd.,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Holy Holy Family Red Crescent Medical College Hospital,Dhaka,Dhaka,4/16/2026,,,0,1,0,0,0,1,
Ibn Sina Hospital,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",Dhaka,Dhaka,4/16/2026,,,31,0,0,0,13,25,
Insaf Barakah Kidney & General Hospital,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Islami Bank Hospital Motijheel,Dhaka,Dhaka,4/16/2026,,,1,1,0,0,1,3,
Japan Bangladesh Friendship Hospital Ltd.,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Khidmah Hospital (Pvt.) Ltd.,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,1,
Kurmitola General Hospital,Dhaka,Dhaka,4/16/2026,,,6,0,0,0,4,3,
Kuwait Bangladesh Friendship Govt. Hospital,Dhaka,Dhaka,4/16/2026,,,2,3,0,0,4,1,
MARKS Medical College,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Millennium Specialized Hospital,Dhaka,Dhaka,4/16/2026,,,2,0,0,0,1,0,
"Mugda Medical College Hospital, Dhaka",Dhaka,Dhaka,4/16/2026,,,12,0,0,0,12,16,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Popular Medical College And Hospital Ltd.,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
"Shaheed Monsur Ali Medical College Hospital, Uttara, Dhaka",Dhaka,Dhaka,4/16/2026,,,0,0,0,0,2,1,
Shaheed Suhrawardy Medical College Hospital,Dhaka,Dhaka,4/16/2026,,,44,0,0,0,37,47,
Sir Saliimullah Medical College Mitford Hospital Dhaka,Dhaka,Dhaka,4/16/2026,,,8,0,0,0,2,2,
Square Hospital Lt,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
United Medical College Hospital,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Universal medical college hospital,Dhaka,Dhaka,4/16/2026,,,0,2,0,0,0,0,
Uttara Crescent Clinic Pvt. Ltd.,Dhaka,Dhaka,4/16/2026,,,2,2,0,0,3,0,
Zainul Haque Sikder Women's Medical College & Hospital (pvt) Ltd. Gulshan.,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,
Faridpur Civil Surgeon Office,Dhaka,Faridpur,4/16/2026,,,20,0,0,0,20,23,
Gazipur Civil Surgeon Office,Dhaka,Gazipur,4/16/2026,,,18,0,0,0,18,23,
Gopalganj  Civil Surgeon Office,Dhaka,Gopalganj  ,4/16/2026,,,25,1,0,0,23,18,
Kishoreganj Civil Surgeon Office,Dhaka,Kishoreganj,4/16/2026,,,15,0,0,0,14,20,
Madaripur Civil Surgeon Office,Dhaka,Madaripur,4/16/2026,,,4,0,0,0,4,5,
Manikganj Civil Surgeon Office,Dhaka,Manikganj,4/16/2026,,,11,1,0,0,11,2,
Munshiganj Civil Surgeon Office,Dhaka,Munshiganj,4/16/2026,,,4,0,0,0,2,3,
Narayanganj Civil Surgeon Office,Dhaka,Narayanganj,4/16/2026,,,2,0,0,0,1,0,
Narsingdi Civil Surgeon Office,Dhaka,Narsingdi,4/16/2026,,,6,0,0,0,6,3,
Rajbari Civil Surgeon Office,Dhaka,Rajbari,4/16/2026,,,1,0,0,0,1,4,
Shariatpur Civil Surgeon Office,Dhaka,Shariatpur,4/16/2026,,,2,0,0,0,2,9,
Tangail Civil Surgeon Office,Dhaka,Tangail,4/16/2026,,,23,0,0,0,23,22,
Bagerhat Civil Surgeon Office,Khulna,Bagerhat,4/16/2026,,,17,2,0,0,13,9,
Chuadanga Civil Surgeon Office,Khulna,Chuadanga,4/16/2026,,,3,0,0,0,3,3,
Jashore Civil Surgeon Office,Khulna,Jashore,4/16/2026,,,14,0,0,0,13,1,
Jhenaidah Civil Surgeon Office,Khulna,Jhenaidah,4/16/2026,,,4,0,0,0,4,2,
Khulna Civil Surgeon Office,Khulna,Khulna,4/16/2026,,,7,0,0,0,7,2,
Kushtia Civil Surgeon Office,Khulna,Kushtia,4/16/2026,,,39,0,0,0,39,15,
Magura Civil Surgeon Office,Khulna,Magura,4/16/2026,,,8,0,0,0,8,9,
Meherpur Civil Surgeon Office,Khulna,Meherpur,4/16/2026,,,2,0,0,0,1,8,
Narail Civil Surgeon Office,Khulna,Narail,4/16/2026,,,7,0,0,0,7,3,
Satkhira Civil Surgeon Office,Khulna,Satkhira,4/16/2026,,,2,0,0,0,2,8,
Jamalpur Civil Surgeon Office,Mymensingh,Jamalpur,4/16/2026,,,14,0,0,0,14,4,
Mymensingh Civil Surgeon Office,Mymensingh,Mymensingh,4/16/2026,,,2,0,0,0,1,1,
Netrokona Civil Surgeon Office,Mymensingh,Netrokona,4/16/2026,,,9,0,0,0,6,2,
Sherpur Civil Surgeon Office,Mymensingh,Sherpur,4/16/2026,,,7,0,0,0,6,0,
Bogura Civil Surgeon Office,Rajshahi,Bogura,4/16/2026,,,11,0,0,0,14,10,
chapainawabganj Civil Surgeon Office,Rajshahi,chapainawabganj,4/16/2026,,,21,0,0,0,21,44,
Joypurhat Civil Surgeon Office,Rajshahi,Joypurhat,4/16/2026,,,4,0,0,0,2,4,
Naogaon Civil Surgeon Office,Rajshahi,Naogaon,4/16/2026,,,2,2,0,0,2,7,
Natore Civil Surgeon Office,Rajshahi,Natore,4/16/2026,,,6,0,0,0,6,5,
Pabna Civil Surgeon Office,Rajshahi,Pabna,4/16/2026,,,12,0,0,0,12,11,
Rajshahi Civil Surgeon Office,Rajshahi,Rajshahi,4/16/2026,,,4,0,0,0,4,1,
"Rajshahi Medical College Hospital , Rajshahi",Rajshahi,Rajshahi,4/16/2026,,,145,0,1,0,11,29,
Sirajganj Civil Surgeon Office,Rajshahi,Sirajganj,4/16/2026,,,2,2,0,0,2,2,
Dinajpur Civil Surgeon Office,Rangpur,Dinajpur,4/16/2026,,,20,0,0,0,0,0,
Gaibandha Civil Surgeon Office,Rangpur,Gaibandha,4/16/2026,,,3,0,0,0,1,0,
Kurigram Civil Surgeon Office,Rangpur,Kurigram,4/16/2026,,,1,0,0,0,0,0,
Lalmonirhat Civil Surgeon Office,Rangpur,Lalmonirhat,4/16/2026,,,1,0,0,0,0,2,
Nilphamari Civil Surgeon Office,Rangpur,Nilphamari,4/16/2026,,,3,0,0,0,3,1,
Panchagarh Civil Surgeon Office,Rangpur,Panchagarh,4/16/2026,,,1,0,0,0,1,0,
Rangpur Civil Surgeon Office,Rangpur,Rangpur,4/16/2026,,,10,0,0,0,0,0,
Kasiruddin Hospital and Diagnostic Centre,Rangpur,Rangpur,4/16/2026,,,0,0,0,0,0,0,
Thakurgaon Civil Surgeon Office,Rangpur,Thakurgaon,4/16/2026,,,3,0,0,0,3,1,
Habiganj Civil Surgeon Office,Sylhet,Habiganj,4/16/2026,,,9,0,0,0,9,2,
Moulvibazar Civil Surgeon Office,Sylhet,Moulvibazar,4/16/2026,,,26,0,1,0,19,12,
Sunamganj Civil Surgeon Office,Sylhet,Sunamganj,4/16/2026,,,22,0,1,0,14,16,
Sylhet Civil Surgeon Office,Sylhet,Sylhet,4/16/2026,,,11,0,0,0,9,14,
Barguna Civil Surgeon Office,Barisal,Barguna,4/17/2026,,,33,0,0,2,11,12,
Barisal Civil Surgeon Office,Barisal,Barisal,4/17/2026,,,9,0,0,0,9,15,
Bhola Civil Surgeon Office,Barisal,Bhola,4/17/2026,,,8,0,0,0,8,3,
Jhalakathi Civil Surgeon Office,Barisal,Jhalakathi,4/17/2026,,,9,0,0,0,6,4,
Patuakhali Civil Surgeon Office,Barisal,Patuakhali,4/17/2026,,,21,0,0,0,21,30,
Pirojpur Civil Surgeon Office,Barisal,Pirojpur,4/17/2026,,,8,1,0,0,5,6,
Bandarban Civil Surgeon Office,Chattogram,Bandarban,4/17/2026,,,3,0,0,0,3,2,
Brahmanbaria Civil Surgeon Office,Chattogram,Brahmanbaria,4/17/2026,,,10,0,0,0,10,0,
Chandpur Civil Surgeon Office,Chattogram,Chandpur,4/17/2026,,,12,0,0,0,10,13,
Chattogram Civil Surgeon Office,Chattogram,Chattogram,4/17/2026,,,15,0,0,0,15,20,
Cox's Bazar Civil Surgeon Office,Chattogram,Cox's Bazar,4/17/2026,,,35,0,0,0,35,27,
cumilla Civil Surgeon Office,Chattogram,cumilla,4/17/2026,,,20,0,0,0,20,22,
Feni Civil Surgeon Office,Chattogram,Feni,4/17/2026,,,1,0,0,0,2,4,
Khagrachhari Civil Surgeon Office,Chattogram,Khagrachhari,4/17/2026,,,0,0,0,0,0,0,
Lakshmipur Civil Surgeon Office,Chattogram,Lakshmipur,4/17/2026,,,15,0,0,0,15,16,
Noakhali Civil Surgeon Office,Chattogram,Noakhali,4/17/2026,,,26,0,0,0,23,11,
Rangamati Civil Surgeon Office,Chattogram,Rangamati,4/17/2026,,,0,0,0,0,0,0,
AMZ Hospital Ltd.,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,
Anwer Khan Modern Medical College Hospital,Dhaka,Dhaka,4/17/2026,,,0,8,0,0,2,3,
Asgar Ali Hospital,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,
